user_id,timestamp,domain,ip_dst,port,protocol,duration,bytes_sent,bytes_received,vpn_usage,is_fraud
9947152331,2025-04-21 09:50:32.739350,flvrk.com,107.127.118.196,16447,TCP,325,1151,4845,False,True
1695823988,2025-04-06 09:50:32.739404,opjrj.com,191.161.113.64,14565,TCP,1173,9483,9692,False,True
6948016721,2025-04-02 09:50:32.739426,pmvbu.com,182.93.116.246,59204,UDP,2823,1537,2075,True,False
1123378350,2025-04-15 09:50:32.739442,dtswt.com,111.40.40.124,49774,UDP,306,6498,7386,True,True
8228050032,2025-04-02 09:50:32.739458,opfmt.com,160.194.56.141,39101,UDP,1637,9735,9153,False,False
6127990077,2025-03-27 09:50:32.739473,xvvmk.com,82.50.158.151,20600,TCP,439,4062,1410,False,True
6079198972,2025-04-01 09:50:32.739489,ccgvj.com,253.187.227.237,21969,UDP,619,2522,7015,True,False
9444006009,2025-03-28 09:50:32.739505,erzfh.com,152.33.163.157,54902,TCP,45,7353,9261,True,True
8901880319,2025-04-08 09:50:32.739523,mdxfs.com,252.7.196.170,36800,TCP,2611,7640,8981,False,True
7300754588,2025-04-12 09:50:32.739555,svkca.com,172.20.198.216,38526,UDP,2482,6914,4471,False,False
2697253829,2025-03-25 09:50:32.739570,xekkx.com,222.247.188.171,32536,UDP,2846,4821,2303,True,True
3184271439,2025-04-01 09:50:32.739585,jtzgy.com,214.252.241.65,7815,TCP,1329,2033,8498,True,True
2085741947,2025-04-14 09:50:32.739601,taqpw.com,163.61.185.254,27662,UDP,2778,1310,325,False,True
2330210552,2025-03-31 09:50:32.739617,gnpny.com,12.165.133.183,23987,UDP,577,2819,4881,False,False
2595071258,2025-03-26 09:50:32.739631,tawxi.com,168.41.163.180,53935,TCP,2334,9584,9676,False,False
6067161995,2025-04-07 09:50:32.739645,lfojs.com,66.99.84.168,47327,UDP,2939,8468,4499,False,False
1962552103,2025-04-10 09:50:32.739668,jdqtg.com,184.203.168.189,46735,UDP,2859,9470,1046,True,True
6050777368,2025-04-19 09:50:32.739682,jjqsy.com,96.83.159.139,41857,TCP,2374,537,711,False,False
4865705597,2025-04-07 09:50:32.739696,bhska.com,77.49.153.170,28082,UDP,683,6130,2283,True,True
8127988619,2025-03-31 09:50:32.739711,jxqdm.com,101.77.68.236,15071,TCP,2585,3000,6260,True,False
9017089657,2025-03-25 09:50:32.739724,vdeyo.com,60.251.68.59,63695,UDP,968,7083,7291,True,False
7438299568,2025-04-21 09:50:32.739738,txswy.com,164.223.20.66,10159,TCP,1424,5195,2453,False,True
2537369631,2025-04-09 09:50:32.739753,lyezl.com,223.100.132.81,24498,UDP,3599,6765,4602,False,False
5589252645,2025-04-22 09:50:32.739786,dgdob.com,141.129.34.101,20410,UDP,482,7110,6163,False,True
2482388196,2025-03-27 09:50:32.739801,xgvvh.com,238.134.155.180,27039,UDP,2781,8259,4684,False,False
4954436995,2025-03-25 09:50:32.739814,tldqo.com,45.175.195.0,53730,UDP,255,3847,9880,True,False
4508186680,2025-04-22 09:50:32.739829,adxxf.com,44.167.19.128,34256,UDP,3493,1345,4805,False,False
6527078063,2025-03-27 09:50:32.739843,gyxfb.com,84.76.19.178,9496,TCP,787,2063,1090,True,False
1477759982,2025-04-17 09:50:32.739857,mazro.com,204.27.40.32,65005,TCP,2528,9429,9281,True,True
6951366713,2025-04-07 09:50:32.739871,nvweo.com,144.196.49.64,16094,UDP,457,5366,8407,True,True
6949871650,2025-04-18 09:50:32.739886,llnfg.com,56.12.63.160,20629,TCP,3109,8357,2471,False,False
3912167381,2025-04-17 09:50:32.739908,pugfp.com,106.203.111.28,11746,TCP,1597,1611,8511,False,True
2715405080,2025-03-30 09:50:32.739936,igvuf.com,178.148.49.175,64345,UDP,1075,1827,4196,False,False
9089438742,2025-04-02 09:50:32.739953,tahop.com,175.16.89.97,846,TCP,1759,1243,2633,True,False
8344255597,2025-03-29 09:50:32.739967,wepal.com,223.237.110.127,24369,TCP,1706,9822,2173,False,False
5897639917,2025-03-30 09:50:32.739982,lvgqa.com,34.233.15.231,48455,UDP,897,5738,2847,False,False
4634246955,2025-04-18 09:50:32.739996,pxnzl.com,213.215.63.183,12884,UDP,1280,1768,7812,True,True
5632005428,2025-04-23 09:50:32.740011,irhxk.com,208.172.200.168,56777,UDP,368,226,2735,True,False
0190310483,2025-03-28 09:50:32.740027,uqlom.com,206.127.32.44,10686,UDP,2253,4442,3514,True,False
7028589469,2025-04-05 09:50:32.740042,zqcav.com,89.221.21.241,49814,UDP,162,8756,7808,True,False
4900651498,2025-04-04 09:50:32.740057,nlfhb.com,98.170.254.201,30586,UDP,1982,4060,277,False,False
5873240006,2025-04-09 09:50:32.740071,xftuz.com,226.232.132.5,7833,UDP,1485,8210,6172,False,True
4602532099,2025-04-04 09:50:32.740085,mypmu.com,13.202.187.149,30589,UDP,3587,7512,8002,False,False
8500689355,2025-04-02 09:50:32.740100,qkhrq.com,59.84.114.100,57813,UDP,979,277,8362,False,True
1272575289,2025-04-04 09:50:32.740115,yzcvi.com,221.59.192.10,20201,TCP,53,717,2647,True,False
0139570587,2025-04-21 09:50:32.740129,gaijt.com,29.254.240.202,27984,UDP,958,9018,7837,False,True
1197280313,2025-03-27 09:50:32.740142,fbnns.com,207.185.18.29,34051,TCP,2237,6129,1339,False,True
5934519250,2025-04-23 09:50:32.740156,nypbo.com,180.152.165.202,40596,UDP,2694,1076,7120,False,True
5360714056,2025-04-15 09:50:32.740302,woalm.com,56.255.42.123,52323,UDP,2177,7154,2575,True,False
3456841990,2025-04-11 09:50:32.740337,jvdoq.com,20.176.68.177,37165,UDP,2931,4779,439,False,False
6981566814,2025-04-04 09:50:32.740357,efehf.com,60.171.116.181,5914,TCP,2803,1359,7467,False,True
2174867721,2025-04-12 09:50:32.740379,ceniy.com,195.145.213.200,51152,UDP,2514,7439,7641,False,False
5488203901,2025-03-28 09:50:32.740394,zkwpq.com,2.91.120.11,46060,TCP,1695,326,5542,False,False
7316778450,2025-03-30 09:50:32.740409,wpdzn.com,16.159.223.21,13665,TCP,1357,5606,4844,True,True
5781423882,2025-03-25 09:50:32.740429,sowgm.com,53.160.237.53,28898,UDP,205,8431,2926,False,True
0190181562,2025-03-30 09:50:32.740452,ircxo.com,197.255.75.207,33941,TCP,1634,2240,7005,False,True
1640929191,2025-04-10 09:50:32.740471,sdcur.com,16.0.65.117,63862,UDP,3386,839,7125,False,True
7443212595,2025-04-17 09:50:32.740486,zfmyh.com,66.233.17.62,41099,UDP,300,8044,9022,True,True
3825418270,2025-04-11 09:50:32.740500,iocwt.com,233.0.162.214,24582,TCP,2044,3961,6670,True,False
5836860943,2025-03-25 09:50:32.740515,osvia.com,23.47.195.20,60147,TCP,2296,5216,9236,False,False
7203842901,2025-04-15 09:50:32.740529,ozjwb.com,219.170.132.122,41286,TCP,2379,4543,4160,True,True
0348216221,2025-04-10 09:50:32.740543,trcsc.com,18.200.69.142,38000,UDP,1456,6418,1539,True,True
7222826890,2025-04-08 09:50:32.740558,sgtwh.com,240.247.243.3,21949,TCP,2724,1039,4195,False,True
4315317142,2025-04-03 09:50:32.740572,htbxz.com,70.53.204.97,29845,TCP,2888,6612,685,True,True
6071507599,2025-04-01 09:50:32.740586,bkpid.com,108.247.196.211,53631,TCP,916,9681,7493,True,True
8967918869,2025-04-13 09:50:32.740603,tpvqf.com,57.90.48.57,17006,TCP,1992,7770,3159,True,False
4559576612,2025-04-22 09:50:32.740617,rcjdg.com,5.248.206.131,51399,UDP,2833,917,9005,True,True
5311112198,2025-04-02 09:50:32.740631,rfubd.com,44.156.100.194,46654,UDP,875,8352,3567,False,True
6138454044,2025-04-17 09:50:32.740645,vobqi.com,6.97.7.182,3032,TCP,749,2690,9045,False,False
4851349773,2025-04-02 09:50:32.740659,ncnro.com,203.41.100.74,46234,TCP,2698,8698,990,True,True
4889755664,2025-04-10 09:50:32.740673,iuojt.com,159.127.89.37,1536,UDP,1857,3034,6378,True,True
4888111171,2025-04-04 09:50:32.740687,rdicd.com,104.248.156.77,737,TCP,260,135,9113,True,True
7135060604,2025-04-23 09:50:32.740701,kfglq.com,73.148.229.10,50056,TCP,2487,6329,4610,True,False
4069290123,2025-04-22 09:50:32.740715,fdcns.com,68.173.99.56,19662,TCP,1091,3799,5989,False,False
4720513836,2025-04-21 09:50:32.740729,bgjtn.com,180.88.126.196,5939,TCP,1371,5435,9546,True,False
4743940557,2025-03-26 09:50:32.740743,dpgvb.com,70.172.141.2,459,UDP,2320,5354,6798,False,True
3939038360,2025-04-07 09:50:32.740758,mwbai.com,8.41.134.212,23424,UDP,3086,7093,3716,False,True
2773545069,2025-03-26 09:50:32.740773,uzwph.com,87.230.247.95,21860,UDP,2624,4531,1036,False,False
3170454512,2025-03-29 09:50:32.740787,hsach.com,25.227.86.245,12524,TCP,1877,1797,7562,False,False
3917541539,2025-03-25 09:50:32.740809,vuwwd.com,55.219.230.247,42786,TCP,1614,2528,3528,False,True
4629703438,2025-04-19 09:50:32.740825,swxli.com,67.103.223.15,862,UDP,2847,2026,9873,False,True
7553039803,2025-03-27 09:50:32.740840,ebpyn.com,128.56.29.231,9594,UDP,882,6314,3302,True,False
6545086830,2025-04-21 09:50:32.740854,detpz.com,36.232.240.96,55002,UDP,3456,8708,7024,True,False
9244374160,2025-03-27 09:50:32.740869,gfsxd.com,97.4.24.14,60284,TCP,3253,692,1369,False,True
4425095805,2025-04-15 09:50:32.740884,vsbld.com,177.17.234.26,35294,TCP,2551,5742,2862,False,False
1455778544,2025-04-05 09:50:32.740898,vdnop.com,35.248.195.76,54786,UDP,3055,6654,2281,False,False
7342664291,2025-03-26 09:50:32.740913,jkoar.com,56.107.148.242,16971,TCP,61,1674,2878,True,True
2300704886,2025-04-13 09:50:32.740927,ntefh.com,87.122.88.164,65173,UDP,1729,6278,240,True,False
7223157613,2025-04-21 09:50:32.740942,ntfdu.com,173.183.164.79,43799,UDP,3560,2644,8202,True,True
5146309762,2025-04-09 09:50:32.740965,yeahf.com,34.137.77.242,8966,TCP,2722,8980,1426,True,False
6649607226,2025-04-07 09:50:32.740980,larmr.com,62.78.219.50,18216,TCP,769,5932,2448,True,False
6506508457,2025-04-17 09:50:32.740994,jsmpy.com,123.248.112.100,43667,TCP,2729,4192,8010,True,False
5308465387,2025-04-12 09:50:32.741008,bboxi.com,33.150.236.128,34941,TCP,2829,5561,4653,False,True
8932188748,2025-04-21 09:50:32.741022,nogpe.com,157.177.209.44,5078,TCP,1621,7147,1788,True,False
7960356185,2025-04-03 09:50:32.741036,bgeqg.com,211.253.234.66,34640,TCP,3072,5128,1612,False,False
6889398275,2025-03-28 09:50:32.741050,sratg.com,75.188.159.215,11642,UDP,204,5462,8344,False,False
1262748097,2025-04-10 09:50:32.741063,mhdum.com,208.54.54.45,4738,TCP,103,3939,9546,False,True
2469085633,2025-04-23 09:50:32.741079,imluv.com,5.189.247.244,58807,TCP,3043,7577,4437,True,True
4326283595,2025-04-03 09:50:32.741094,fhyas.com,87.231.9.233,22576,UDP,3336,7164,5029,False,False
